1, 1, 858, 97, 74, 42, 1.00, -1, -1, -1
1, 2, 556, 89, 107, 74, 1.00, -1, -1, -1
1, 3, 908, 91, 66, 51, 1.00, -1, -1, -1
1, 4, 1183, 101, 58, 64, 1.00, -1, -1, -1
1, 5, 940, 83, 86, 60, 1.00, -1, -1, -1
1, 6, 1286, 363, 240, 172, 1.00, -1, -1, -1
2, 1, 857, 99, 73, 40, 1.00, -1, -1, -1
2, 4, 1181, 101, 58, 66, 1.00, -1, -1, -1
2, 2, 556, 89, 106, 74, 1.00, -1, -1, -1
2, 5, 940, 83, 86, 61, 1.00, -1, -1, -1
2, 6, 1286, 363, 238, 173, 1.00, -1, -1, -1
3, 1, 858, 99, 72, 40, 1.00, -1, -1, -1
3, 4, 1182, 101, 57, 66, 1.00, -1, -1, -1
3, 2, 559, 90, 103, 73, 1.00, -1, -1, -1
3, 5, 939, 83, 87, 61, 1.00, -1, -1, -1
3, 6, 1286, 363, 238, 173, 1.00, -1, -1, -1
4, 1, 858, 99, 74, 41, 1.00, -1, -1, -1
4, 4, 1182, 101, 58, 66, 1.00, -1, -1, -1
4, 2, 559, 93, 103, 71, 1.00, -1, -1, -1
4, 5, 938, 84, 87, 60, 1.00, -1, -1, -1
4, 6, 1286, 363, 238, 173, 1.00, -1, -1, -1
5, 1, 857, 101, 71, 39, 1.00, -1, -1, -1
5, 2, 557, 93, 105, 72, 1.00, -1, -1, -1
5, 4, 1181, 102, 60, 64, 1.00, -1, -1, -1
5, 5, 938, 84, 86, 60, 1.00, -1, -1, -1
5, 6, 1286, 365, 239, 171, 1.00, -1, -1, -1
6, 2, 558, 94, 104, 71, 1.00, -1, -1, -1
6, 4, 1182, 102, 58, 65, 1.00, -1, -1, -1
6, 5, 936, 84, 87, 60, 1.00, -1, -1, -1
6, 6, 1286, 365, 238, 170, 1.00, -1, -1, -1
7, 7, 857, 101, 69, 38, 1.00, -1, -1, -1
7, 2, 557, 94, 105, 71, 1.00, -1, -1, -1
7, 4, 1182, 102, 58, 64, 1.00, -1, -1, -1
7, 5, 938, 84, 86, 60, 1.00, -1, -1, -1
7, 6, 1286, 365, 238, 170, 1.00, -1, -1, -1
8, 2, 557, 92, 105, 72, 1.00, -1, -1, -1
8, 4, 1182, 101, 59, 66, 1.00, -1, -1, -1
8, 5, 938, 84, 86, 60, 1.00, -1, -1, -1
8, 6, 1285, 364, 238, 171, 1.00, -1, -1, -1
9, 8, 858, 101, 70, 39, 1.00, -1, -1, -1
9, 4, 1182, 102, 59, 64, 1.00, -1, -1, -1
9, 2, 556, 90, 106, 74, 1.00, -1, -1, -1
9, 5, 938, 84, 86, 60, 1.00, -1, -1, -1
9, 6, 1285, 365, 239, 171, 1.00, -1, -1, -1
10, 4, 1182, 102, 58, 66, 1.00, -1, -1, -1
10, 2, 556, 92, 107, 72, 1.00, -1, -1, -1
10, 5, 938, 84, 85, 60, 1.00, -1, -1, -1
10, 6, 1286, 366, 237, 169, 1.00, -1, -1, -1
11, 4, 1183, 102, 58, 66, 1.00, -1, -1, -1
11, 2, 557, 92, 106, 72, 1.00, -1, -1, -1
11, 5, 940, 84, 83, 59, 1.00, -1, -1, -1
11, 6, 1286, 365, 237, 170, 1.00, -1, -1, -1
12, 2, 558, 93, 104, 71, 1.00, -1, -1, -1
12, 4, 1182, 102, 59, 66, 1.00, -1, -1, -1
12, 5, 940, 84, 83, 59, 1.00, -1, -1, -1
12, 6, 1286, 365, 237, 170, 1.00, -1, -1, -1
13, 9, 857, 100, 72, 39, 1.00, -1, -1, -1
13, 4, 1182, 102, 58, 66, 1.00, -1, -1, -1
13, 2, 559, 92, 103, 72, 1.00, -1, -1, -1
13, 5, 938, 84, 86, 60, 1.00, -1, -1, -1
13, 6, 1287, 365, 237, 171, 1.00, -1, -1, -1
14, 2, 547, 76, 118, 75, 1.00, -1, -1, -1
14, 4, 1182, 103, 59, 66, 1.00, -1, -1, -1
14, 5, 937, 84, 86, 60, 1.00, -1, -1, -1
14, 6, 1286, 365, 239, 171, 1.00, -1, -1, -1
15, 4, 1183, 102, 58, 67, 1.00, -1, -1, -1
15, 2, 547, 76, 117, 75, 1.00, -1, -1, -1
15, 5, 938, 84, 85, 60, 1.00, -1, -1, -1
15, 6, 1286, 366, 238, 170, 1.00, -1, -1, -1
16, 4, 1184, 102, 57, 66, 1.00, -1, -1, -1
16, 2, 558, 95, 103, 70, 1.00, -1, -1, -1
16, 5, 937, 84, 86, 61, 1.00, -1, -1, -1
16, 6, 1286, 366, 238, 171, 1.00, -1, -1, -1
17, 4, 1183, 102, 58, 66, 1.00, -1, -1, -1
17, 2, 557, 93, 104, 72, 1.00, -1, -1, -1
17, 5, 937, 84, 86, 61, 1.00, -1, -1, -1
17, 6, 1286, 365, 238, 171, 1.00, -1, -1, -1
18, 10, 851, 99, 77, 40, 1.00, -1, -1, -1
18, 4, 1183, 102, 58, 67, 1.00, -1, -1, -1
18, 2, 554, 91, 107, 73, 1.00, -1, -1, -1
18, 5, 936, 84, 87, 60, 1.00, -1, -1, -1
18, 6, 1286, 365, 238, 171, 1.00, -1, -1, -1
19, 10, 849, 100, 79, 39, 1.00, -1, -1, -1
19, 4, 1182, 101, 58, 68, 1.00, -1, -1, -1
19, 2, 554, 90, 108, 74, 1.00, -1, -1, -1
19, 5, 936, 83, 88, 61, 1.00, -1, -1, -1
19, 6, 1286, 365, 238, 172, 1.00, -1, -1, -1
20, 10, 850, 99, 80, 41, 1.00, -1, -1, -1
20, 4, 1183, 101, 57, 67, 1.00, -1, -1, -1
20, 2, 554, 89, 108, 75, 1.00, -1, -1, -1
20, 5, 936, 83, 89, 61, 1.00, -1, -1, -1
20, 6, 1287, 364, 237, 173, 1.00, -1, -1, -1
21, 10, 851, 100, 78, 40, 1.00, -1, -1, -1
21, 4, 1183, 101, 57, 67, 1.00, -1, -1, -1
21, 2, 554, 90, 108, 74, 1.00, -1, -1, -1
21, 5, 938, 84, 87, 60, 1.00, -1, -1, -1
21, 6, 1287, 365, 236, 171, 1.00, -1, -1, -1
22, 10, 850, 100, 78, 40, 1.00, -1, -1, -1
22, 4, 1183, 101, 57, 66, 1.00, -1, -1, -1
22, 2, 554, 90, 108, 74, 1.00, -1, -1, -1
22, 5, 937, 84, 88, 60, 1.00, -1, -1, -1
22, 6, 1287, 366, 235, 171, 1.00, -1, -1, -1
23, 10, 850, 100, 79, 40, 1.00, -1, -1, -1
23, 4, 1183, 101, 57, 67, 1.00, -1, -1, -1
23, 2, 547, 76, 115, 77, 1.00, -1, -1, -1
23, 11, 907, 89, 86, 55, 1.00, -1, -1, -1
23, 5, 937, 84, 87, 60, 1.00, -1, -1, -1
23, 6, 1287, 366, 235, 171, 1.00, -1, -1, -1
24, 10, 850, 99, 79, 41, 1.00, -1, -1, -1
24, 4, 1182, 101, 59, 66, 1.00, -1, -1, -1
24, 2, 547, 76, 115, 77, 1.00, -1, -1, -1
24, 11, 904, 89, 84, 54, 1.00, -1, -1, -1
24, 5, 937, 84, 87, 60, 1.00, -1, -1, -1
24, 6, 1287, 365, 235, 172, 1.00, -1, -1, -1
25, 10, 852, 98, 79, 42, 1.00, -1, -1, -1
25, 4, 1183, 102, 59, 66, 1.00, -1, -1, -1
25, 2, 547, 75, 116, 77, 1.00, -1, -1, -1
